,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,distance,vmag,PLATO
856,HD101198,Gaia DR3 3585098090614578688,HD101198,HIP56802,GJ3677,TIC40535161,-,24Crt+iotCrt,J11387-1312A,F6.5V,PM*,174.6668,-13.2019,26.849,5.489,0
857,HD101472,Gaia DR3 3591819100253606784,HD101472,HIP56960,-,TIC185260035,-,-,-,F7V,SB*,175.1524,-8.4057,43.173,7.41,0
858,HD106116,Gaia DR3 3598278250031419008,HD106116,HIP59532,GJ458.1+GJ9396,TIC56812239,-,-,J12125-0305A,G5V,PM*,183.1202,-3.0845,34.435,7.43,0
859,HD103459,Gaia DR3 3602296587073060224,HD103459,HIP58093,-,TIC421194567,-,-,-,G5V,PM*,178.7165,-1.4515,59.212,7.6,0
860,HD119638,Gaia DR3 3606091998132474752,HD119638,HIP67069,-,TIC290058172,-,-,-,F8.5V,PM*,206.1858,-14.2252,33.712,6.924,0
861,HD121325A,Gaia DR3 3618910139048607616,HD121325A,-,-,-,-,-,J13550-0804A,F5e?,PM*,208.7425,-8.0588,34.574,6.205,0
862,HD121325B,Gaia DR3 3618910139048607744,HD121325B,-,-,-,-,-,J13550-0804B,F8e,PM*,208.7435,-8.059,34.561,7.344,0
863,HD115080,Gaia DR3 3621929501058107264,HD115080,HIP64638,-,TIC135041892,-,-,J13149-1122A,G1.5V,**,198.7322,-11.3694,38.187,7.078,0
864,HD112758,Gaia DR3 3626268998574790656,HD112758,HIP63366,GJ491A+GJ491B,TIC319462683,-,-,J12590-0950AB,G9V,**,194.7565,-9.8341,20.07,7.54,0
865,HD117860,Gaia DR3 3630099250409312640,HD117860,HIP66115,-,TIC619444,-,-,-,G2V,PM*,203.2971,-8.4433,33.493,7.35,0
866,HD117126,Gaia DR3 3638745672411053952,HD117126,HIP65708,-,TIC115071316,-,-,-,G3/5V,SB*,202.078,-0.8402,43.256,7.44,0
867,HD125906B,Gaia DR3 3639520621950395776,HD125906B,-,-,TIC6131663,-,-,J14226-0746B,G0V,PM*,215.6612,-7.7698,42.013,6.822,0
868,HD125906A,Gaia DR3 3639520621950395904,HD125906A,HIP70269,-,TIC6131661,-,-,J14226-0746A,G0V,PM*,215.6611,-7.7682,42.12,7.446,0
869,HD125184,Gaia DR3 3639760521643499776,HD125184,HIP69881,GJ541.1,TIC6041460,-,-,J14180-0733A,G5IV,PM*,214.503,-7.5424,32.95,6.479,0
870,HD124553,Gaia DR3 3640929611741605632,HD124553,HIP69564,-,TIC147757234,-,-,J14144-0557A,F8V,PM*,213.5888,-5.9477,41.094,6.363,0
871,HD125455,Gaia DR3 3642413746280598784,HD125455,HIP70016,GJ544A,TIC203230367,-,-,J14196-0509A,K1V,PM*,214.8953,-5.1512,20.449,7.58,0
872,HD122040,Gaia DR3 3644581708332456192,HD122040,HIP68348,-,TIC119144235,-,-,-,F6V,PM*,209.8654,-5.4239,50.715,7.39,0
873,HD124292,Gaia DR3 3646061719703116032,HD124292,HIP69414,GJ3830,TIC147718994,-,-,-,G8/K0V,PM*,213.1885,-3.3201,21.789,7.057,0
874,HD126053,Gaia DR3 3654496279558010624,HD126053,HIP70319,GJ547,TIC446436963,-,-,J14233+0114A,G1.5V,PM*,215.8137,1.2416,17.461,6.263,0
875,HD126961,Gaia DR3 3656209284314369664,HD126961,HIP70782,-,TIC402202339,-,-,J14153+0308C,G0V,PM*,217.1298,2.7888,39.704,7.02,0
876,HD118330,Gaia DR3 3662563220276768640,HD118330,HIP66367,-,TIC157838901,-,-,-,F7V,PM*,204.061,-0.931,50.639,7.053,0
877,HD122603,Gaia DR3 3670763725889736832,HD122603,HIP68619,-,TIC420652395,-,-,-,F8/G0IV,PM*,210.6984,3.5455,67.996,7.54,0
878,HD110223,Gaia DR3 3675297081050489088,HD110223,HIP61858,-,TIC32479528,-,-,-,F5V,PM*,190.1696,-8.4485,58.434,7.26,0
879,38Vir,Gaia DR3 3679242575447826432,HD111998,HIP62875,GJ9421,TIC53304943,-,38Vir,J12532-0333AB,F6V,**,193.2965,-3.5531,33.436,6.11,0
880,HD109756,Gaia DR3 3683160646477904512,HD109756,HIP61578,-,TIC175378162,-,-,-,F5V,PM*,189.2785,-2.3221,47.619,6.961,0
881,HD114783,Gaia DR3 3684934540986187776,HD114783,HIP64457,GJ3769,TIC292113181,-,-,-,K1V,PM*,198.1824,-2.265,21.029,7.56,0
882,HD109098,Gaia DR3 3695295342134266368,HD109098,HIP61173,-,TIC130637818,-,-,-,G3/5V,*,188.0185,-1.7724,57.201,7.31,0
883,HD111470,Gaia DR3 3705830175356997632,HD111470,HIP62585,-,TIC380698607,-,-,-,F8,PM*,192.3629,5.1721,53.501,7.56,0
884,HD116442,Gaia DR3 3712538708114516736,HD116442,HIP65352,GJ3781,TIC393713800,-,-,J13237+0243A,G9V,PM*,200.9132,2.7233,16.589,7.068,0
885,HD116443,Gaia DR3 3712538811193759744,HD116443,HIP65355,GJ3782,TIC393713801,-,-,J13237+0243B,K2V,PM*,200.9202,2.7253,16.579,7.361,0
886,HD120066,Gaia DR3 3721126409323324416,HD120066,HIP67246,-,TIC379117362,-,-,-,G0V,PM*,206.738,6.3504,31.466,6.334,0
887,HD122742,Gaia DR3 3724242219117947904,HD122742,HIP68682,GJ538,TIC457880598,-,-,J14035+1047AB,G6V,SB*,210.8848,10.7868,15.118,6.272,0
888,HD119825A,Gaia DR3 3725137908777154432,HD119825A,-,-,-,-,-,J13453+0903A,-,PM*,206.3369,9.0577,59.936,7.44,0
889,HD114174,Gaia DR3 3729017810434416128,HD114174,HIP64150,GJ9429,TIC381726125,-,-,J13088+0513AB,G3IV+D,**,197.2126,5.2072,26.408,6.788,0
890,HD115383,Gaia DR3 3732539683617410816,HD115383,HIP64792,GJ504,TIC397587084,-,59Vir+59VirA+EVir+eVir,J13168+0925A,G0IV,PM*,199.1938,9.4242,17.588,5.188,0
891,HD91789,Gaia DR3 3750828405982624768,HD91789,HIP51860,-,TIC296940878,-,-,-,F7V,PM*,158.9311,-13.9566,54.558,7.44,0
892,HD92719,Gaia DR3 3750995604764854400,HD92719,HIP52369,-,TIC391844777,-,-,-,G1.5V,PM*,160.5555,-13.7877,23.862,6.804,0
893,HD94268,Gaia DR3 3757749354938381824,HD94268,HIP53186,-,TIC55222124,-,-,-,G0VFe-0.7CH-,PM*,163.1851,-11.423,38.879,7.63,0
894,HD91962A,Gaia DR3 3762120497774235648,HD91962A,HIP51966,-,TIC321289619,-,-,J10370-0850A,G1V,SB*,159.25,-8.8399,38.018,7.09,0
895,HD94280,Gaia DR3 3764461667267464192,HD94280,HIP53196,-,TIC55172317,-,-,-,G0/1V,PM*,163.2039,-6.822,43.249,7.176,0
896,20Sex,Gaia DR3 3772450512596239616,HD88697,HIP50100,GJ9321,TIC26261696,-,20Sex,-,F7V,PM*,153.4349,-7.384,53.425,7.21,0
897,HD87359,Gaia DR3 3773112865272176512,HD87359,HIP49350,-,TIC26074881,-,-,-,G6V,SB*,151.1116,-7.2184,31.302,7.49,0
898,HD91638,Gaia DR3 3777944634761425792,HD91638,HIP51784,-,TIC124534956,-,-,-,F7V,PM*,158.7092,-3.8997,35.832,6.685,0
899,HD97037,Gaia DR3 3784271568265259904,HD97037,HIP54582,-,TIC143046056,-,-,-,G1V,PM*,167.5556,-7.3894,32.463,6.818,0
900,HD99126,Gaia DR3 3785617095619705856,HD99126,HIP55666,-,TIC285930023,-,-,-,G0V,PM*,171.0907,-5.91,49.82,6.959,0
901,HD99865A,Gaia DR3 3786240278194454144,HD99865A,HIP56049,-,-,-,-,J11292-0427A,F8/G0V,PM*,172.3104,-4.4517,56.582,7.42,0
902,HD98281,Gaia DR3 3786697056556771584,HD98281,HIP55210,GJ423.1+GJ9357,TIC38086286,-,-,-,G8V,PM*,169.5917,-5.0673,22.134,7.29,0
903,HD96064,Gaia DR3 3789271459953459328,HD96064,HIP54155,-,TIC53178075,-,-,J11047-0413A,G8V,BY*,166.1728,-4.2211,26.306,7.64,0
904,HD98427A,Gaia DR3 3790864411783833600,HD98427A,HIP55288,-,TIC38114367,-,-,J11194-0139A,F6V,PM*,169.8443,-1.6549,49.239,6.627,0
905,HD101093,Gaia DR3 3793829313607800064,HD101093,HIP56738,-,TIC49454591,-,-,-,G3V,PM*,174.4963,-1.5994,40.805,7.621,0
906,HD102634,Gaia DR3 3794824028033991936,HD102634,HIP57629,-,TIC78272071,-,-,J11490-0019A,F8V,PM*,177.2553,-0.3187,33.659,6.148,0
907,HD99739,Gaia DR3 3800325090865568640,HD99739,HIP55982,-,TIC363573014,-,-,-,F6V,PM*,172.1043,2.783,50.282,7.24,0
908,HD92788,Gaia DR3 3802549437248150656,HD92788,HIP52409,-,TIC169248301,-,-,-,G6V,PM*,160.7022,-2.1838,34.546,7.316,0
909,HD96937,Gaia DR3 3811594088617869056,HD96937,HIP54541,GJ3644,TIC301560849,-,-,J11097+0227A,G8V,PM*,167.4176,2.4562,29.373,7.69,0
910,83LeoB,Gaia DR3 3812355294262255104,HD99492,HIP55848,GJ429.0B+GJ429B,TIC363549734,-,83LeoB,J11268+0301B,K3,PM*,171.6928,3.0063,18.161,7.567,0
911,83LeoA,Gaia DR3 3812355328621651328,HD99491,HIP55846,GJ429A,TIC363549733,-,83LeoA,J11268+0301A,G9IV-V,PM*,171.6888,3.0131,18.179,6.486,0
912,HD85380,Gaia DR3 3820160280630444672,HD85380,HIP48351,-,TIC56555398,-,-,-,G1V,PM*,147.8401,-6.1819,42.796,6.434,0
913,HD88072,Gaia DR3 3835743693290897152,HD88072,HIP49756,-,TIC344988456,-,-,-,G3V,PM*,152.3476,2.3711,35.948,7.55,0
914,HD81997B,Gaia DR3 3837746380705638656,HD81997B,-,GJ348B,TIC77549396,-,31HyaB+tau01HyaB,J09291-0246B,K0,PM*,142.2884,-2.7508,18.094,7.185,0
915,HD82267,Gaia DR3 3850860191466416768,HD82267,HIP46690,-,TIC383217678,-,-,-,F6V,PM*,142.7758,3.0798,46.62,7.239,0
916,HD82106,Gaia DR3 3852570413083923072,HD82106,HIP46580,GJ349,TIC383188202,-,-,-,K3V,PM*,142.4784,5.6551,12.789,7.2,0
917,HD90905,Gaia DR3 3855524182352238336,HD90905,HIP51386,-,TIC277895096,-,-,J10297+0129,G1V,PM*,157.426,1.4911,30.758,6.885,0
918,HD93081,Gaia DR3 3857486741888336768,HD93081,HIP52574,-,TIC374364247,-,-,-,F6V,PM*,161.2595,3.3067,49.721,7.099,0
919,HD94765,Gaia DR3 3865002247461685248,HD94765,HIP53486,GJ3633,TIC365006720,-,-,-,K0V,BY*,164.1283,7.3885,17.3,7.37,0
920,HD89307,Gaia DR3 3886688327612984704,HD89307,HIP50473,-,TIC61125572,-,-,-,G0V,PM*,154.5887,12.6211,31.834,7.026,0
921,HD89906A,Gaia DR3 3887696579776144512,HD89906A,-,-,-,-,-,J10227+1521A,-,PM*,155.6825,15.3444,29.002,7.26,0
922,HD101690,Gaia DR3 3897069641524877184,HD101690,HIP57083,-,TIC281909755,-,-,-,G0,PM*,175.5306,4.7473,38.165,7.28,0
923,17Vir,Gaia DR3 3900151160301345152,HD107705,HIP60353,-,TIC377227654,-,17Vir,J12225+0518A,F8V,PM*,185.6335,5.3054,29.993,6.475,0
924,HD106423,Gaia DR3 3904895793493364608,HD106423,HIP59690,-,TIC397583143,-,-,J12145+0847A,G0,PM*,183.6139,8.7824,50.76,7.5,0
925,HD106252,Gaia DR3 3905603054348141440,HD106252,HIP59610,-,TIC397558558,-,-,-,G0,PM*,183.373,10.0416,38.098,7.41,0
926,HD106210,Gaia DR3 3906535027891367040,HD106210,HIP59589,-,TIC397558463,-,-,-,G3V,PM*,183.3047,10.8217,36.598,7.57,0
927,HD101242,Gaia DR3 3909362834358280576,HD101242,HIP56832,-,TIC388907349,-,-,-,G5,PM*,174.7542,6.0579,34.589,7.6,0
928,HD101676,Gaia DR3 3916887136024599296,HD101676,HIP57080,-,TIC82546579,-,-,-,F6V,PM*,175.5165,12.2849,50.202,7.076,0
929,HD102988,Gaia DR3 3919566955099316352,HD102988,HIP57821,-,TIC291073912,-,-,J11514+1148AB,F6V,**,177.853,11.8051,53.795,7.004,0
930,HD111398,Gaia DR3 3928040444539772800,HD111398,HIP62536,-,TIC402133995,-,-,J12489+1206A,G5V,PM*,192.2184,12.0964,36.243,7.105,0
931,HD115404A,Gaia DR3 3936909723803146368,HD115404A,HIP64797,GJ505A,TIC373765355,-,-,J13169+1701A,K2V,PM*,199.2127,17.0172,10.987,6.501,0
932,HD114762A,Gaia DR3 3937211745905473024,HD114762A,HIP64426,-,TIC138172859,-,-,J13123+1731A,F9VgF8mF4+M6,SB*,198.0823,17.5171,38.171,7.3,0
933,HD112735,Gaia DR3 3944391934790362496,HD112735,HIP63330,-,TIC149508202,-,-,-,G0,PM*,194.6706,22.0429,60.514,7.21,0
934,HD107146,Gaia DR3 3946438125929224320,HD107146,HIP60074,-,TIC72408098,-,-,-,G2V,PM*,184.7771,16.5483,27.47,7.031,0
935,HD112196,Gaia DR3 3954927249048246272,HD112196,HIP63008,-,TIC198285529,-,-,J12547+2206A,F8V,PM*,193.6667,22.1079,35.09,6.983,0
936,HD110789,Gaia DR3 3955472984773776256,HD110789,HIP62162,-,TIC263639099,-,-,J12444+2200AB,F6V,**,191.0944,21.9934,65.127,7.59,0
937,HD111066,Gaia DR3 3956336822955595776,HD111066,HIP62349,-,TIC199459496,-,-,J12465+2409A,F8V,PM*,191.6362,24.145,43.603,6.834,0
938,HD111395,Gaia DR3 3957887649746830976,HD111395,HIP62523,GJ486.1,TIC160010717,-,-,-,G5V,BY*,192.196,24.8402,17.098,6.29,0
939,HD108956,Gaia DR3 3959079382912168320,HD108956,HIP61075,-,TIC446169305,-,-,-,F8V,PM*,187.7637,23.7731,56.309,7.131,0
940,HD98388,Gaia DR3 3965063921622777856,HD98388,HIP55262,-,TIC239208476,-,-,-,F8V,PM*,169.7776,13.3908,47.229,7.119,0
941,88Leo,Gaia DR3 3966121308211393920,HD100180,HIP56242,GJ3669,TIC219030951,-,88Leo,"J11317+1422Aa,Ab",F9.5V,**,172.9373,14.3645,23.445,6.207,0
942,HD96574,Gaia DR3 3968325657226210048,HD96574,HIP54383,-,TIC77072856,-,-,-,F9V,PM*,166.9008,13.8588,50.08,7.32,0
943,HD100339,Gaia DR3 3974220242141965056,HD100339,HIP56321,-,TIC462539054,-,-,-,F7V,PM*,173.2075,18.0023,46.463,7.26,0
944,HD99505,Gaia DR3 3980413791141148672,HD99505,HIP55868,-,TIC3902250,-,-,-,G5,PM*,171.7635,21.8522,32.48,7.59,0
945,51LMi,Gaia DR3 3996424359773549568,HD96094,HIP54196,-,TIC393790653,-,51LMi,-,G0,PM*,166.3145,25.2019,61.876,7.6,0
946,HD102357,Gaia DR3 4004194097346057728,HD102357,HIP57488,-,TIC98350165,-,-,-,F7V,PM*,176.7538,23.7205,38.546,6.951,0
947,HD108944,Gaia DR3 4012531487861716352,HD108944,HIP61072,-,TIC99303738,-,-,J12310+3125,F9V,SB*,187.7531,31.4238,44.808,7.342,0
948,HD100067,Gaia DR3 4025216411776679808,HD100067,HIP56186,-,TIC144380039,-,-,-,F9,PM*,172.7544,32.3166,43.196,7.174,0
949,61UMa,Gaia DR3 4025850731201819392,HD101501,HIP56997,GJ434,TIC101641846,-,61UMa,J11411+3412A,G8V,PM*,175.2626,34.2016,9.576,5.299,0
950,HD104956,Gaia DR3 4027326928641456256,HD104956,HIP58940,-,TIC359030908,-,-,-,F8,PM*,181.2797,33.7499,50.195,7.51,0
951,HD103095,Gaia DR3 4034171629042489088,HD103095,HIP57939,GJ451,TIC309599261,-,-,-,K1V_Fe-1.5,Pe*,178.2449,37.7187,9.172,6.42,0
952,HD103799,Gaia DR3 4035051032186364672,HD103799,HIP58287,-,TIC309620805,-,-,-,F6V,PM*,179.3108,40.3437,45.932,6.607,0
953,HD173885,Gaia DR3 4101951676226387584,HD173885,HIP92262,-,TIC427836578,-,-,-,F6V,PM*,282.0492,-14.7083,50.658,6.86,0
954,HD153631,Gaia DR3 4140792817780067200,HD153631,HIP83276,GJ650,TIC434710990,-,-,-,G0V,SB*,255.2948,-13.5671,50.877,7.142,0
955,HD155515,Gaia DR3 4143169446523028608,HD155515,HIP84182,-,TIC146000751,-,-,-,F6V,PM*,258.131,-10.2781,44.042,7.57,0
956,HD162739A,Gaia DR3 4148904396147803136,HD162739A,-,-,-,-,-,J17531-1339A,-,*,268.271,-13.6502,58.867,7.323,0
957,HD170715,Gaia DR3 4153080581800739968,HD170715,-,-,TIC432876084,-,-,-,G1IV/V,PM*,277.8589,-12.0208,40.953,7.571,0
958,HD168443,Gaia DR3 4157584215800708736,HD168443,HIP89844,GJ4052,TIC16465196,-,-,-,G6V,PM*,275.0164,-9.5957,39.076,6.921,0
959,HD158719A,Gaia DR3 4163011675739017472,HD158719A,-,-,TIC3205453,-,-,J17313-1058A,-,PM*,262.8243,-10.9715,57.734,7.45,0
960,HD161555,Gaia DR3 4165670677112908032,HD161555,HIP86985,-,TIC297814619,-,-,-,G2V,PM*,266.6325,-7.9857,59.638,7.35,0
961,HD165360A,Gaia DR3 4170909850027869696,HD165360A,HIP88656,-,TIC204712890,-,-,J18060-0807A,F5V,SB*,271.5067,-8.1086,55.287,7.111,0
962,HD163102,Gaia DR3 4178216448382162432,HD163102,HIP87678,-,TIC62204855,-,-,-,F7V,PM*,268.6243,-3.4625,52.039,7.319,0
963,HD183870,Gaia DR3 4187837450005193088,HD183870,HIP96085,GJ1240,TIC100711809,-,-,J19321-1116A,K2V,PM*,293.0279,-11.2749,17.679,7.53,0
964,HD186159,Gaia DR3 4194767774869252608,HD186159,HIP97022,-,TIC242901562,-,-,"J19431-0818Ba,Bb",F5IV/V,PM*,295.7789,-8.3296,66.591,7.51,0
965,HD185588,Gaia DR3 4195035162353549184,HD185588,HIP96754,-,TIC242792286,-,-,-,F8V,PM*,295.0224,-7.9798,60.283,7.54,0
966,HD185720,Gaia DR3 4195088763545903616,HD185720,HIP96813,-,TIC242826461,-,-,-,F6V,PM*,295.188,-7.5123,48.561,6.966,0
967,HD177758,Gaia DR3 4198685678421509376,HD177758,HIP93827,-,TIC204816649,-,-,J19064-1154A,G2VFe-1.0CH-,PM*,286.6055,-11.8974,37.936,7.261,0
968,HD180409,Gaia DR3 4199928848101663104,HD180409,HIP94757,-,TIC205253565,-,-,J19169-1058A,F9V,PM*,289.2176,-10.9718,30.798,6.949,0
969,HD183658,Gaia DR3 4208110932591708672,HD183658,HIP95962,GJ9659,TIC100374998,-,-,J19309-0631A,G3V,PM*,292.7197,-6.5144,33.378,7.27,0
970,HD193017,Gaia DR3 4219087666404378624,HD193017,HIP100072,-,TIC244084195,-,-,-,F6V,*,304.5417,-4.7287,39.834,7.27,0
971,HD197623,Gaia DR3 4228023259961831296,HD197623,HIP102393,-,TIC466892969,-,-,-,G3V,PM*,311.238,0.2919,54.488,7.55,0
972,HD194766,Gaia DR3 4228891221313732864,HD194766,HIP100895,-,TIC212681424,-,-,J20275-0206B,F6V,PM*,306.8622,-2.1195,46.052,7.49,0
973,HD194765,Gaia DR3 4228891667990334976,HD194765,HIP100896,-,TIC212681450,-,-,J20275-0206A,F7V,SB*,306.8647,-2.1031,47.504,6.71,0
974,HD195005,Gaia DR3 4229021960117124992,HD195005,HIP101022,-,TIC212714426,-,-,-,F7V,PM*,307.2082,-1.7346,32.167,6.823,0
975,HD196218,Gaia DR3 4233114892151395712,HD196218,HIP101620,-,TIC419594849,-,-,-,F7V,PM*,308.9286,3.3029,55.967,7.42,0
976,HD190412,Gaia DR3 4237555510387302400,HD190412,HIP98878,-,TIC345571990,-,-,J20048+0109A,G6/8V,SB*,301.1943,1.156,34.083,7.69,0
977,HD185785,Gaia DR3 4237920204651836800,HD185785,HIP96834,-,TIC251340304,-,-,-,F7/8V,SB*,295.2294,-1.87,45.909,7.53,0
978,HD184768,Gaia DR3 4239437599419697536,HD184768,HIP96402,-,TIC249736205,-,-,J19360+0005A,G5V,PM*,294.0027,0.0912,39.798,7.55,0
979,HD186104,Gaia DR3 4240035046551668736,HD186104,HIP96948,-,TIC95320727,-,-,-,G5V,PM*,295.624,1.5865,38.523,7.64,0
980,HD187003,Gaia DR3 4240508901699614976,HD187003,HIP97384,-,TIC136744612,-,-,J19476+0105A,G2/3V,SB*,296.8888,1.0889,46.789,6.772,0
981,HD195104,Gaia DR3 4245501440394297088,HD195104,HIP101059,-,TIC375520221,-,-,-,F7V,*,307.2988,4.4566,37.567,7.08,0
982,HD194154,Gaia DR3 4246848135980936576,HD194154,HIP100581,-,TIC374603271,-,-,-,F5,SB*,305.9521,6.6227,57.975,7.6,0
983,HD190007,Gaia DR3 4247023886053586304,HD190007,HIP98698,GJ775,TIC345217789,-,-,-,K5V,BY*,300.696,3.3262,12.715,7.46,0
984,HD175518,Gaia DR3 4254091856092504192,HD175518,HIP92918,-,TIC57559390,-,-,-,G6IV/V,SB*,283.9707,-5.7452,33.19,7.46,0
985,HD164651,Gaia DR3 4275410252622589312,HD164651,HIP88324,-,TIC104968126,-,-,-,G8V,PM*,270.5745,0.1042,32.816,7.66,0
986,HD174719,Gaia DR3 4279461609366875520,HD174719,HIP92569,-,TIC226327470,-,-,-,G5/6V,PM*,282.9518,3.031,27.499,7.51,0
987,HD175726,Gaia DR3 4281201414717499520,HD175726,HIP92984,-,TIC227409000,-,-,J18562+0412C,G0V,PM*,284.1549,4.2651,26.585,6.715,0
988,HD172675,Gaia DR3 4283652432293739392,HD172675,HIP91645,-,TIC109132460,-,-,J18413+0433A,F7V,PM*,280.3348,4.5582,41.924,7.058,0
989,HD186704,Gaia DR3 4290328769993455744,HD186704,HIP97255,-,TIC398523562,-,-,J19460+0415A,G0V,SB*,296.4889,4.2485,29.127,7.007,0
990,HD189509,Gaia DR3 4297465218928881792,HD189509,HIP98442,-,TIC318384880,-,-,-,F5,*,300.0341,7.7606,46.766,7.24,0
991,HD187897,Gaia DR3 4298143102210310272,HD187897,HIP97779,-,TIC281446108,-,-,-,G5,PM*,298.0391,7.46,32.179,7.154,0
992,HD187691,Gaia DR3 4303294039306246656,HD187691,HIP97675,GJ768.1A+GJ9671A,TIC408842743,-,54Aql+OAql+omiAql,J19510+1025A,F8V,PM*,297.7568,10.4157,19.488,5.117,0
993,HD187923,Gaia DR3 4303735493232528640,HD187923,HIP97767,GJ4126,TIC281360699,-,-,J19521+1138A,G0V,PM*,298.0143,11.6283,27.025,6.159,0
994,HD183341,Gaia DR3 4314798744888764544,HD183341,HIP95772,-,TIC134352603,-,-,-,G5,*,292.1933,11.027,40.931,7.45,0
995,HD182572,Gaia DR3 4315804351350378496,HD182572,HIP95447,GJ759,TIC359981217,-,31Aql+bAql,J19250+1157A,G7IVHdel1,PM*,291.2425,11.9444,14.922,5.171,0
996,HD181144,Gaia DR3 4321170827084026368,HD181144,HIP94905,-,TIC401808730,-,-,J19188+1629A,F7V,SB*,289.6882,16.4884,36.285,7.018,0
997,HD184962,Gaia DR3 4321775627212956672,HD184962,HIP96434,-,TIC94908697,-,-,J19364+1554A,F8,SB*,294.0959,15.8923,57.616,7.12,0
998,HD148729,Gaia DR3 4332338875891869696,HD148729,HIP80831,-,TIC164063794,-,-,-,G0V,PM*,247.6068,-10.4414,53.721,7.473,0
999,HD144585,Gaia DR3 4341501106288171008,HD144585,HIP78955,-,TIC410994457,-,-,J16071-1404A,G2V,PM*,241.764,-14.0713,27.605,6.32,0
1000,HD144087,Gaia DR3 4343064577465522816,HD144087,HIP78738,GJ9541A,TIC49777149,-,-,J16044-1127A,K1(V),PM*,241.108,-11.4494,27.863,6.963,0
1001,ksiScoC,Gaia DR3 4343066192373826176,-,-,GJ9540C,-,-,ksiScoC,J16044-1122C,G1V,PM*,241.0938,-11.3716,27.892,7.277,0
1002,18Sco,Gaia DR3 4345775217221821312,HD146233,HIP79672,GJ616,TIC135656809,-,18Sco,J16156-0822A,G2Va,PM*,243.9053,-8.3694,14.137,5.495,0
1003,HD149200,Gaia DR3 4354366423123745280,HD149200,HIP81062,-,TIC57911824,-,-,-,F6V,PM*,248.3474,-4.262,51.462,7.242,0
1004,HD150433,Gaia DR3 4354950641755249024,HD150433,HIP81681,GJ634.1+GJ9573,TIC58360410,-,-,J16411-0251A,G5V,PM*,250.2842,-2.8573,30.376,7.232,0
1005,HD147512,Gaia DR3 4356054757585316992,HD147512,HIP80218,-,TIC71960105,-,-,J16225-0415A,G8/K0V,PM*,245.6363,-4.2492,26.911,7.34,0
1006,12Oph,Gaia DR3 4358031335898505472,HD149661,HIP81300,GJ631,TIC58092025,-,12Oph,J16364-0219A,K1V,BY*,249.0894,-2.3246,9.894,5.762,0
1007,HD154363,Gaia DR3 4364527594192166400,HD154363,HIP83591,GJ653,TIC142456308,-,-,J17050-0504A,K4/5V,PM*,256.2641,-5.0665,10.464,7.7,0
1008,HD157347,Gaia DR3 4367026303085396352,HD157347,HIP85042,-,TIC59476871,-,-,J17229-0223A,G3V,PM*,260.7137,-2.3882,19.62,6.295,0
1009,HD159307,Gaia DR3 4369662485295118336,HD159307,HIP85963,-,TIC164649009,-,-,-,F3V,SB*,263.5351,-3.0556,65.098,7.408,0
1010,HD157881,Gaia DR3 4375233191015944192,HD157881,HIP85295,GJ673,TIC327860248,-,-,J17258+0207A,K7V,PM*,261.4385,2.1114,7.713,7.54,0
1011,HD152391,Gaia DR3 4381250547575102208,HD152391,HIP82588,GJ641,TIC326927305,-,-,-,G8.5Vk:,PM*,253.245,-0.0264,16.812,6.618,0
1012,HD154417,Gaia DR3 4381502851133968128,HD154417,HIP83601,GJ654.1+GJ9583,TIC297236135,-,-,-,F8.5IV-V,BY*,256.3201,0.7026,20.59,6.012,0
1013,HD149806A,Gaia DR3 4383374219923745024,HD149806A,HIP81375,-,TIC281738302,-,-,J16371+0015A,K0V,PM*,249.2851,0.2543,20.324,7.083,0
1014,HD157089,Gaia DR3 4387079367952007168,HD157089,HIP84905,-,TIC327307686,-,-,-,F8VgF8mF6,PM*,260.2794,1.4431,39.61,6.962,0
1015,HD154931,Gaia DR3 4391700168647193984,HD154931,HIP83863,-,TIC297503736,-,-,-,G0V,PM*,257.0892,4.4245,55.504,7.25,0
1016,HD155423,Gaia DR3 4391793627134797952,HD155423,HIP84082,-,TIC361705042,-,-,-,F7V,PM*,257.8441,4.6903,42.699,6.79,0
1017,HD142197,Gaia DR3 4399875827873768192,HD142197,HIP77816,-,TIC188334018,-,-,-,F5V,PM*,238.3445,-3.0292,53.639,7.4,0
1018,HD138763,Gaia DR3 4400452830957830656,HD138763,HIP76233,-,TIC20997718,-,-,-,F9IV-V,PM*,233.5867,-5.6951,25.47,6.522,0
1019,HD146433,Gaia DR3 4407056807034649472,HD146433,HIP79730,-,TIC74094052,-,-,J16163-0139A,G8/K0IV,PM*,244.0817,-1.6481,44.623,7.073,0
1020,HD142661A,Gaia DR3 4409032079673958528,HD142661A,-,-,TIC188374410,-,-,J15559-0210A,F8.5V,PM*,238.9774,-2.1644,38.386,6.782,0
1021,HD141103,Gaia DR3 4410452820495105024,HD141103,HIP77335,-,TIC187411636,-,-,J15473-0016A,F6V,PM*,236.8212,-0.2699,49.893,6.94,0
1022,HD136118,Gaia DR3 4415515934099120768,HD136118,HIP74948,-,TIC38991680,-,-,-,F7V,PM*,229.7311,-1.5924,50.475,6.946,0
1023,HD139590,Gaia DR3 4416468248608733440,HD139590,HIP76635,-,TIC46263737,-,-,-,G3V,PM*,234.7544,-0.3115,50.705,7.5,0
1024,HD135204,Gaia DR3 4418203587193988480,HD135204,HIP74537,GJ580,TIC38838329,-,-,J15138-0121AB,G9V,**,228.4621,-1.3514,17.265,6.597,0
